id,owner,route,str_no,str_name,mp,county,municipality,latitude,longitude
199,"State Routes",9,1302150,"WEST MAIN STREET (CR 537) OVER US 9",51.32,MONMOUTH,"Freehold borough",40.2518,74.2867
200,"State Routes",9,1303150,"US 9 OVER CR 522 & CONRAIL",114.89,MONMOUTH,"Freehold township",40.2666,74.2937
201,"State Routes",9,1303155,"US 9 OVER MILFORD BROOK",117.7,MONMOUTH,"Manalapan township",40.3061,74.3038
202,"State Routes",9,1303156,"CR 3 (TENNENT/MORGANVILLE RD) / US 9",3.65,MONMOUTH,"Manalapan township",40.3177,74.3059
203,"State Routes",9,1303161,"UNION HILL ROAD OVER US 9",1.54,MONMOUTH,"Marlboro township",40.34,74.3067
204,"State Routes",9,1501155,"US ROUTE 9 OVER WESTECUNK CREEK.",65.95,OCEAN,"Eagleswood township",39.6383,74.3046
205,"State Routes",9,1501159,"US 9 OVER MILL CREEK",70.58,OCEAN,"Stafford township",39.6946,74.2601
206,"State Routes",9,1502152,"ROUTE US 9 OVER WARETOWN CREEK",78.29,OCEAN,"Ocean township",39.7929,74.196
207,"State Routes",9,1502153,"US 9 OVER OYSTER CREEK",79.56,OCEAN,"Lacey township",39.8111,74.1996
208,"State Routes",9,1502154,"US 9 OVER S. BRANCH OF FORKED RIVER",80.19,OCEAN,"Lacey township",39.8198,74.2022
209,"State Routes",9,1502155,"ROUTE US 9 OVER MIDDLE BR FORKED RIVER",80.77,OCEAN,"Lacey township",39.828,74.2007
210,"State Routes",9,1502156,"US 9 OVER N. BRANCH OF FORKED RIVER",81.3898,OCEAN,"Lacey township",39.8359,74.1951
211,"State Routes",9,1502157,"US 9 OVER CEDAR CREEK",84.01,OCEAN,"Lacey township",39.8676,74.1675
212,"State Routes",9,1502159,"US 9 OVER BRANCH OF POTTERS CREEK",86.46,OCEAN,,39.9016,74.1556
213,"State Routes",9,1504150,"US ROUTE 9 OVER NJ ROUTE 70",98.7097,OCEAN,"Dover township",40.0467,74.2219
214,"State Routes",9,1504151,"US RT 9 OVER WATERING PLACE BROOK",101.4,OCEAN,"Lakewood township",40.0854,74.2154
215,"State Routes",9,1504152,"US9 OVER N BRANCH METEDECONK R",103.13,OCEAN,"Lakewood township",40.11,74.22
216,"State Routes",9W,0209150,"ROUTE US 9W OVER I-95, US 1, 9 & 46 AND NJ 4",0.0499999,BERGEN,"Fort Lee borough",40.8572,73.9745
217,"State Routes",9W,0209152,"US 9W NB  OVER  NJ 67 SB (LEMOINE AVE)",0.65,BERGEN,"Fort Lee borough",40.8611,73.9643
218,"State Routes",10,0709150,"ROUTE NJ 10 OVER WILLOW MEADOW BROOK",18.65,ESSEX,"Livingston township",40.7963,74.3435
219,"State Routes",10,0711150,"NJ ROUTE 10 OVER CANOE BROOK",20.5,ESSEX,"Livingston township",40.7971,74.3083
220,"State Routes",10,0712150,"NJ RT 10 / W BRANCH RAHWAY RIVER",22.7499,ESSEX,"West Orange town",40.7928,74.3024
221,"State Routes",10,1401150,"NJ 10 OVER BLACK RIVER",1.78,MORRIS,"Randolph township",40.8613,74.6281
222,"State Routes",10,1401151,"ROUTE NJ 10 OVER SUSSEX TURNPIKE (CR 617)",1.9,MORRIS,"Randolph township",40.8607,74.626
223,"State Routes",10,1401155,"NJ 10 RAMP OVER NJ 10",7.04,MORRIS,"Randolph township",40.8731,74.5357
224,"State Routes",10,1401156,"RT NJ 10 OVER MILL BROOK",7.16,MORRIS,"Randolph township",40.8733,74.5333
225,"State Routes",10,1401158,"ROUTE NJ 10 OVER DEN BROOK",8.16,MORRIS,"Denville township",40.8667,74.5133
226,"State Routes",10,1401161,"NJ 10 OVER NJ TRANSIT (MORRISTOWN LINE)",10.53,MORRIS,"Morris Plains borough",40.8527,74.4764
227,"State Routes",10,1401163,"ROUTE NJ 10 OVER ROUTE NJ 53",10.66,MORRIS,"Morris Plains borough",40.8518,74.4744
228,"State Routes",10,1402150,"NJ ROUTE 10 OVER MALAPARDIS BROOK",13.89,MORRIS,"Hanover township",41.3839,74.7106
229,"State Routes",10,1402151,"PARSIPPANY RD (CR 511) OVER ROUTE NJ 10",3.29,MORRIS,"Hanover township",40.8244,74.4181
230,"State Routes",10,1402152,"ROUTE NJ-10 OVER WHIPPANY RIVER",15.75,MORRIS,"Hanover township",41.3574,74.6608
231,"State Routes",10,1402153,"NJ ROUTE 10 OVER PASSAIC RIVER",17.75,MORRIS,"Hanover township",40.8014,74.3586
232,"State Routes",10,1402157,"ROUTE NJ 10 OVER DRYDEN WAY",12.22,MORRIS,,40.8381,74.4513
233,"State Routes",12,1001152,"RT 12 OVER LOCKATONG CREEK",4.06,HUNTERDON,"Kingwood township",40.5167,74.9933
234,"State Routes",12,1001154,"ROUTE 12 /BR OF WICKECHOEKE CREEK",6.4,HUNTERDON,"Franklin township",40.5067,74.9517
235,"State Routes",12,1001155,"ROUTE 12 OVER WICKECHOEKE CREEK",7.12,HUNTERDON,"Delaware township",40.5067,74.9383
236,"State Routes",12,1002150,"RT NJ 12 OVER WALNUT (MINE) BROOK",10.94,HUNTERDON,"Raritan township",40.5033,74.8683
237,"State Routes",13,1505150,"NJ RT 13(BRIDGE AVE.) OVER POINT PLEASANT CANAL",0.2,OCEAN,"Point Pleasant borough",40.0716,74.0604
238,"State Routes",15,1403150," RT NJ 15 OVER BRNT MDW(GRN PD) BROOK",1.65,MORRIS,"Wharton borough",40.9043,74.5678
239,"State Routes",15,1403152,"ROUTE NJ 15 NB OVER ABAN MT HOPE MINR RR",2.29,MORRIS,"Wharton borough",40.9118,74.5746
240,"State Routes",15,1403153,"ROUTE NJ 15 SB /ABND MT HOPE MINERAL RR",2.29,MORRIS,"Wharton borough",40.9113,74.5753
241,"State Routes",15,1404151,"ROUTE NJ 15 SB/RAMP TO ROUTE NJ 15 NB",2.50999,MORRIS,"Wharton borough",40.9126,74.5782
242,"State Routes",15,1404154,"PARKER Rd Westbound over NJ 15 NB",0,MORRIS,"Rockaway township",40.9152,74.5806
243,"State Routes",15,1404155,"RMP FRM PARKER RD TO RT NJ 15/GREEN POND BROOK",2.68,MORRIS,"Rockaway township",40.915,74.5807
244,"State Routes",15,1404156,"ROUTE NJ 15 NB/GREEN POND BR(BR ROCKAWY)",2.89,MORRIS,"Rockaway township",40.9163,74.582
245,"State Routes",15,1404157," NJ 15 NB OVER ROCKAWAY RIVER",4.2,MORRIS,"Jefferson township",40.935,74.5917
246,"State Routes",15,1404158," NJ 15 SB / ROCKAWAY RIVER",4.2,MORRIS,"Jefferson township",40.935,74.5917
247,"State Routes",15,1404159,"ROUTE NJ 15 RAMP A OVER HURDTOWN BROOK",6.72,MORRIS,"Jefferson township",40.9694,74.5984
248,"State Routes",15,1424150,"ROUTE NJ 15 NB OVER LAKE HOPATCONG",6.72,MORRIS,"Jefferson township",40.9692,74.5987
249,"State Routes",15,1424151,"ROUTE NJ 15 SOUTHBOUND OVER LAKE HOPATCONG",6.72,MORRIS,"Jefferson township",40.969,74.5991
250,"State Routes",15,1424152,"WELDON ROAD OVER NJ 15",0,MORRIS,"Jefferson township",40.9714,74.6013
251,"State Routes",15,1902153,"NJ 15 over NY-Susquehanna & Western RR",15.02,SUSSEX,"Sparta township",41.0736,74.6569
252,"State Routes",15,1913150,"BLUE HERON ROAD OVER NJ ROUTE 15",0,SUSSEX,"Sparta township",41.0148,74.6182
253,"State Routes",15,1913151,"EAST MOUNTAIN ROAD OVER ROUTE NJ 15",0,SUSSEX,"Sparta township",41.0269,74.6215
254,"State Routes",15,1913153,"ROUTE NJ 15 OVER WALLKILL RIVER",11.57,SUSSEX,"Sparta township",41.0405,74.6294
255,"State Routes",15,1913154,"NJ 15 NB OVER MAIN STREET",12.33,SUSSEX,"Sparta township",41.0414,74.6304
256,"State Routes",15,1913155,"NJ 15 SB OVER MAIN STREET",12.33,SUSSEX,"Sparta township",41.0412,74.6309
257,"State Routes",15,1913157,"CR 517 (SPARTA ROAD) OVER NJ 15",34.68,SUSSEX,"Sparta township",41.0438,74.6316
258,"State Routes",15,1922150," ROUTE NJ 15 OVER BEAVER RUN (PAULINS KILL)",17.56,SUSSEX,"Lafayette township",41.0994,74.6906
259,"State Routes",15,1922151,"ROUTE NJ 15 OVER PAULINS KILL",18.29,SUSSEX,"Lafayette township",41.1066,74.6992
260,"State Routes",17,0211150,"RIDGE RD (NJ17) / NJT MAIN LINE",2.234,BERGEN,"Lyndhurst township",40.81,74.1173
261,"State Routes",17,0211152,"RAMP Y OVER NJ 17 NB",3.88,BERGEN,"Rutherford borough",40.8092,74.1008
262,"State Routes",17,0211153,"NJ RT 17 NB / NJ RT 3",4,BERGEN,"Rutherford borough",40.8106,74.101
263,"State Routes",17,0211154,"NJ RT 17 SB / NJ RT 3",4,BERGEN,"Rutherford borough",40.8109,74.1017
264,"State Routes",17,0211155,"NORTH SERVICE ROAD / NJ RT 17",0,BERGEN,"Rutherford borough",40.814,74.1029
265,"State Routes",17,0212153,"NJ 120 (PATERSON PLANK RD)/NJ 17",2.65,BERGEN,"East Rutherford borough",40.833,74.0888
266,"State Routes",17,0212155,"MOONACHIE AVE & RAMPS M & P/NJT,RT17 & PARK PLACE",0.26,BERGEN,"Wood-Ridge borough",40.8442,74.0783
267,"State Routes",17,0213150,"US 46 EB RAMP A OVER NJ 17 NB",68.1,BERGEN,"Hasbrouck Heights borough",40.8661,74.0634
268,"State Routes",17,0213151,"TERRACE AVENUE (CR 55) / NJ 17",3.69,BERGEN,"Hasbrouck Heights borough",40.8704,74.0637
269,"State Routes",17,0214150,"NJ RT 17 NB/ I-80 & RAMP K",9.13,BERGEN,"Hackensack city",40.8758,74.063
270,"State Routes",17,0214151,"SOUTH SUMMIT AVE (CR 57)/ RT NJ 17 NB",1.46,BERGEN,"Hackensack city",40.8786,74.0636
271,"State Routes",17,0214152,"ESSEX ST. (CR 56) OVER NJ 17",3.48,BERGEN,"Maywood borough",40.8905,74.0706
272,"State Routes",17,0214157,"NJ 17 OVER NYS & W RR (SPUR)",10.828,BERGEN,"Rochelle Park township",40.8984,74.0732
273,"State Routes",17,0214158,"NJ ROUTE 17 OVER NYS & WRR",10.825,BERGEN,"Rochelle Park township",40.8992,74.0731
274,"State Routes",17,0214159,"NJ RT 17 / CENTRAL AVENUE (CO. RT. 44)",10.91,BERGEN,"Rochelle Park (CDP)",40.9004,74.0728
275,"State Routes",17,0214160,"NJ RT 17 / EAST PASSAIC STREET (CR 62)",11.46,BERGEN,"Rochelle Park township",40.9081,74.071
276,"State Routes",17,0214161,"NJ ROUTE 17 OVER PLAZA WAY",11.55,BERGEN,"Rochelle Park township",40.9095,74.0707
277,"State Routes",17,0214162,"FARVIEW AVE (CR 61) OVER NJ ROUTE 17",4.49,BERGEN,"Paramus borough",40.9136,74.0713
278,"State Routes",17,0215150,"ROUTE NJ 17 OVER ROUTE NJ 4",12.33,BERGEN,"Paramus borough",40.9206,74.0725
279,"State Routes",17,0215151,"CENTURY RD / NJ RT 17",1.47,BERGEN,"Paramus borough",40.9285,74.0708
280,"State Routes",17,0216150,"NJ 17 OVER SPROUT BROOK",13.97,BERGEN,"Paramus borough",40.9445,74.0716
281,"State Routes",17,0216152,"MIDLAND AVENUE / NJ ROUTE 17",2.63,BERGEN,"Paramus borough",40.9496,74.0725
282,"State Routes",17,0216155,"EAST RIDGEWOOD AVE. (C.R. 80) / NJ 17",3.7,BERGEN,"Paramus borough",40.97,74.0798
283,"State Routes",17,0216157,"NJ RT 17 OVER SADDLE RIVER.",17.04,BERGEN,"Ridgewood village",40.9851,74.0909
284,"State Routes",17,0216159,"LINWOOD AVE (CR 110)/VAN EMBURGH AVE (CR 71)",1.57,BERGEN,"Ridgewood village",40.98,74.0836
285,"State Routes",17,0216160,"LINWOOD AV(CR110) / NJ RT 17",1.52,BERGEN,"Ridgewood village",40.9802,74.0846
286,"State Routes",17,0216161,"PARAMUS RD. (CO. RT. 62) / NJ RT. 17",7.72,BERGEN,"Ridgewood village",40.9827,74.0887
287,"State Routes",17,0217157,"FRANKLIN TPK (CR 507) OVER NJ 17",25.64,BERGEN,"Ramsey borough",41.0692,74.1367
288,"State Routes",17,0217158,"CO. RT. 502 (HOLLYWOOD AVE.) / NJ 17",12.5,BERGEN,"Ho-Ho-Kus borough",41.0018,74.1017
289,"State Routes",17,0217159,"NJ 17 OVER CR 77-SHERIDAN AVE.",18.95,BERGEN,"Waldwick borough",41.0098,74.1059
290,"State Routes",17,0217160,"NJ 17 RAMP L / SHERIDAN AVE. (CR 77)",18.95,BERGEN,"Waldwick borough",41.0085,74.1067
291,"State Routes",17,0217162,"NJ RT 17 / E. ALLENDALE AVE (CO. RT. 90)",20.5,BERGEN,"Saddle River borough",41.0319,74.1109
292,"State Routes",17,0217165,"LAKE STREET (CR 81) OVER NJ 17",5.09999,BERGEN,"Upper Saddle River borough",41.0602,74.123
293,"State Routes",17,0218150,"SPRING ST. CONNECTOR / NJ  17",0,BERGEN,"Ramsey borough",41.0733,74.1419
294,"State Routes",17,0218153,"NJ 17 NB OVER NJ TRANSIT MAIN LINE",24.16,BERGEN,"Ramsey borough",41.0757,74.1453
295,"State Routes",17,0218154,"NJ 17 SB / NJ TRANSIT MAIN LINE",24.16,BERGEN,"Ramsey borough",41.0754,74.1456
296,"State Routes",17,0218156,"CENTRAL AVE-ISLAND RD (CR 85) / NJ 17",3.96,BERGEN,"Mahwah township",41.0808,74.1504
297,"State Routes",17,0218158,"NJ RT 17 / MASONICUS BROOK",24.88,BERGEN,"Mahwah township",41.0848,74.1515
298,"State Routes",17,0218160,"RAMAPO AVE (CR 100) / NJ 17",0.56,BERGEN,"Mahwah township",41.0939,74.1554
299,"State Routes",17,0218161,"NJ RT 17 NB/US 202 & RAMAPO RIVER",26.01,BERGEN,"Mahwah township",41.0989,74.1611
300,"State Routes",17,0218162,"NJ RT 17 SB / US 202 & RAMAPO RIVER",26.01,BERGEN,"Mahwah township",41.0988,74.1613
301,"State Routes",17,0218163,"MILLBURN ROAD OVER NJ 17",0,BERGEN,"Mahwah township",41.1022,74.1672
302,"State Routes",18,1211150,"RAMP B( RT US 9 NB TO RT NJ 18 NB) / US 9 SB",30.4899,MIDDLESEX,"Old Bridge township",40.3712,74.3063
303,"State Routes",18,1211152,"COUNTY RT 516 (MATAWAN RD over NJ RT 18",0.09,MIDDLESEX,"Old Bridge township",40.4091,74.3611
304,"State Routes",18,1211155,"US 9 RAMP 11 OVER US 9 NB & US 9 RAMP 8",122.03,MIDDLESEX,"Old Bridge township",40.3686,74.3044
305,"State Routes",18,1211156,"NJ 18 SB OVER US 9 NB & US 9 RAMP 8",30.35,MIDDLESEX,"Old Bridge township",40.3693,74.3044
306,"State Routes",18,1211157,"RT NJ 18 NB OVER US 9 NB&RAMP 8",30.35,MIDDLESEX,"Old Bridge township",40.37,74.305
307,"State Routes",18,1211158,"ROUTE 18 SB OVER RT 9 SB",30.49,MIDDLESEX,"Old Bridge township",40.3708,74.3075
308,"State Routes",18,1211159,"NJ RT 18 N.B. OVER US 9 S.B.",30.4899,MIDDLESEX,"Old Bridge (CDP)",40.3711,74.3067
309,"State Routes",18,1212150,"NJ 18 / SOUTH RIVER, CONRAIL, MAIN ST.(CR 615)",34.82,MIDDLESEX,"East Brunswick township",40.4129,74.3664
310,"State Routes",18,1212151,"CRANBURY RD(CO. 535) OVER RT NJ 18",25.74,MIDDLESEX,"East Brunswick township",40.4396,74.3937
311,"State Routes",18,1212152,"MILLTOWN ROAD (CR 606) OVER ROUTE NJ 18",0.279999,MIDDLESEX,"East Brunswick township",40.442,74.3948
312,"State Routes",18,1212153,"NJ 18 NB OVER CONRAIL",37.46,MIDDLESEX,"East Brunswick township",40.4439,74.395
313,"State Routes",18,1212154,"NJ 18 SB OVER CONRAIL",37.46,MIDDLESEX,"East Brunswick township",40.444,74.3953
314,"State Routes",18,1213150,"RT NJ 18 NB OVER WESTONS MILL POND",40.3,MIDDLESEX,"East Brunswick township",40.4823,74.4125
315,"State Routes",18,1213151,"ROUTE NJ 18 OVER ROUTE US 1",40.61,MIDDLESEX,"New Brunswick city",40.4829,74.4182
316,"State Routes",18,1213152,"NJ 18 NB OVER US 1 RAMP E (US 1 SB TO NJ 18 SB)",40.6099,MIDDLESEX,"New Brunswick city",40.4842,74.4192
317,"State Routes",18,1213154,"RTE NJ 18 SB OVER WESTON_S MILL POND",40.2999,MIDDLESEX,"New Brunswick city",40.4817,74.4128
318,"State Routes",18,1213155,"ROUTE 18 SB OVER PROPOSED RAMP  A ",40.48,MIDDLESEX,"New Brunswick city",40.4825,74.4157
319,"State Routes",18,1214151,"NEW STREET OVER NJ ROUTE 18",0.61,MIDDLESEX,"New Brunswick city",40.4926,74.4393
320,"State Routes",18,1214153,"COMMERCIAL AVENUE OVER NJ RT 18",0,MIDDLESEX,"New Brunswick city",40.4895,74.4375
321,"State Routes",18,1229150,"ROUTE NJ 18 LOC. & NJ 172 WB OVER NJ 18 NB & SB",41.4099,MIDDLESEX,"New Brunswick city",64.1667,21.95
322,"State Routes",18,1237150,"ROUTE NJ 18 OVER ROUTE NJ 27(ALBANY ST)",42.2899,MIDDLESEX,"New Brunswick city",40.4894,74.4375
323,"State Routes",18,1237152,"RAMP U (ROUTE NJ-18 NB to CR-672) OVER ROUTE NJ-18",42.8899,MIDDLESEX,"New Brunswick city",40.5036,74.4474
324,"State Routes",18,1237153,"RAMP F / NJ 18(MEMORIAL PKWY)& RAMP GS",43.18,MIDDLESEX,"New Brunswick city",40.506,74.4518
325,"State Routes",18,1237154," RAMP GS(CR672TO18SB) OVER RAMP G(18SBTOCR672)",43.2,MIDDLESEX,"New Brunswick city",40.5063,74.4537
326,"State Routes",18,1237155,"NJ RT 18 / RARITAN RVR, JOHNSON DR.,& C.R.672",43.485,MIDDLESEX,"New Brunswick city",40.5073,74.457
327,"State Routes",18,1237158,"18 NB & RAMP A/RIVER RD, METLARS BRK & BIKE PATH",43.8599,MIDDLESEX,,40.5117,74.4589
328,"State Routes",18,1237159,"NJ ROUTE 18 SOUTHBOUND OVER RIVER RD(CR609)",43.8599,MIDDLESEX,,40.8561,74.7733
329,"State Routes",18,1237160,"NJ 18 SB, RMP C & PED. W. /METLARS BRK & BIKE PATH",43.9499,MIDDLESEX,,40.5061,74.4539
330,"State Routes",18,1237161,"RT. NJ 18 OVER CAMPUS ROAD",44.2799,MIDDLESEX,,40.5169,74.4548
331,"State Routes",18,1237162,"RELOCATED DAVIDSON RD OVER ROUTE NJ 18",0.14,MIDDLESEX,,40.5256,74.4521
332,"State Routes",18,1323150,"NJ 18 SOUTHBOUND OVER WAYSIDE RD",14.51,MONMOUTH,"Tinton Falls borough",40.2783,74.0917
333,"State Routes",18,1323151," NJ 18 NB OVER WAYSIDE ROAD (CO. RT. 38)",14.51,MONMOUTH,"Tinton Falls borough",40.281,74.0882
334,"State Routes",18,1323152,"NJ RT 18 SB OVER HAMILTON ROAD",15.01,MONMOUTH,"Tinton Falls borough",40.2829,74.0977
335,"State Routes",18,1323153,"NJ RT 18 NB OVER HAMILTON ROAD",15.01,MONMOUTH,"Tinton Falls borough",40.2832,74.0974
336,"State Routes",18,1323154,"RT 18 FREEWAY SB OVER CONRAIL",15.06,MONMOUTH,"Tinton Falls borough",40.2667,74.1033
337,"State Routes",18,1323155,"NJ RT 18 NB OVER NJ TRANSIT",15.06,MONMOUTH,"Tinton Falls borough",40.2667,74.1033
338,"State Routes",18,1323156,"RT 18 SB OVER SQUANKUM RD",15.23,MONMOUTH,"Tinton Falls borough",40.275,74.1033
339,"State Routes",18,1323157,"NJ 18 OVER PINE BROOK",15.74,MONMOUTH,"Tinton Falls borough",40.2833,74.1108
340,"State Routes",18,1323158,"OBRE RD OVER RT 18 (Freeway)",0,MONMOUTH,"Colts Neck township",40.2833,74.1167
341,"State Routes",18,1323160,"N.J.RT.18 OVER HOCKHOCKSON BROOK",17.27,MONMOUTH,"Colts Neck township",40.1383,74.2583
342,"State Routes",18,1323161,"NJ 18 SB OVER NORMANDY RD & US GOVERNMENT RR",17.34,MONMOUTH,"Colts Neck township",40.2822,74.1408
343,"State Routes",18,1323162,"NJ 18 NB OVER US GOV_T RR,NORMDY ROAD",17.34,MONMOUTH,"Colts Neck township",40.2824,74.14
344,"State Routes",18,1323163,"NORMANDY RD & US GOVT RR / HOCKHOCKSON BROOK",17.25,MONMOUTH,"Colts Neck township",40.282,74.1402
345,"State Routes",18,1323166,"NJ RT.18 NB OVER SQUANKUM ROAD",15.23,MONMOUTH,"Tinton Falls borough",40.2841,74.1011
346,"State Routes",18,1324151,"NJ ROUTE 18 OVER MINE BROOK",20.52,MONMOUTH,"Colts Neck township",40.2645,74.1934
347,"State Routes",18,1324152,"FIVE POINTS ROAD OVER NJ RT 18",0.7,MONMOUTH,"Colts Neck township",40.2689,74.2128
348,"State Routes",18,1324153,"NJ 18 & RAMPS SE & SW OVER YELLOW BROOK",21.96,MONMOUTH,"Colts Neck township",40.2743,74.2198
349,"State Routes",18,1324154,"CR.537(FREE-EATON) RD/YELLOW BROOK",54.9999,MONMOUTH,"Colts Neck township",40.275,74.2217
350,"State Routes",18,1324155,"School Road East over Yellow Brook",0.000999786,MONMOUTH,"Colts Neck township",40.2768,74.2181
351,"State Routes",18,1324156,"NJ RT 18 SB / CO. RT 537",22.31,MONMOUTH,"Colts Neck township",40.2755,74.2217
352,"State Routes",18,1324157,"NJ RT 18 NB OVER CO RT 537",22.31,MONMOUTH,"Colts Neck township",40.2754,74.2209
353,"State Routes",18,1324158,"DUTCH LANE ROAD (CR 46) OVER ROUTE N.J.18 FREEWAY",2.95999,MONMOUTH,"Marlboro township",40.2997,74.238
354,"State Routes",18,1324160,"BUCKLEY ROAD OVER ROUTE NJ 18 FREEWAY",0,MONMOUTH,"Marlboro township",40.308,74.2472
355,"State Routes",18,1324161,"ROUTE NJ 79 OVER ROUTE NJ 18",5.1,MONMOUTH,"Marlboro township",40.3083,74.25
356,"State Routes",18,1325150,"WYNCREST ROAD OVER ROUTE NJ 18 FREEWY",3.42,MONMOUTH,"Marlboro township",40.3236,74.2687
357,"State Routes",18,1325151,"GORDONS CORNER RD/ROUTE NJ18 FREEWAY",0,MONMOUTH,"Marlboro township",40.334,74.2766
358,"State Routes",18,1325153,"CR 520 OVER NJ 18 FWY",4.17999,MONMOUTH,"Marlboro township",40.3472,74.2835
359,"State Routes",18,1325154,"TENNENT ROAD (CR 3) OVER ROUTE NJ 18",6.10998,MONMOUTH,"Marlboro township",40.35,74.2833
360,"State Routes",18,1325155,"TEXAS ROAD OVER ROUTE N.J.18 FREEWAY",0.21,MONMOUTH,"Marlboro township",40.3658,74.298
361,"State Routes",18,1327159,"MONMOUTH BLVD OVER RT 18",0,MONMOUTH,"Wall township",40.1783,74.0733
362,"State Routes",18,1327160,"BELMAR BOULEVARD OVER RT. 18",5.31999,MONMOUTH,"Wall township",40.1836,74.0736
363,"State Routes",18,1327161,"BRIGHTON AVE.OVER NJ ROUTE18",1.47,MONMOUTH,"Wall township",40.19,74.07
364,"State Routes",18,1327162,"NJ ROUTE 18 NB OVER SHARK RIVER",7.26,MONMOUTH,"Wall township",40.193,74.06
365,"State Routes",18,1327163,"NJ 18 SB OVER SHARK RIVER",7.26,MONMOUTH,"Wall township",40.1934,74.0599
366,"State Routes",18,1328150,"NJ 18 NORTHBOUND OVER NJ 33",8.28,MONMOUTH,"Neptune township",40.206,74.0526
367,"State Routes",18,1328151,"NJ 18 SOUTHBOUND OVER NJ 33",8.28,MONMOUTH,"Neptune township",40.2065,74.053
368,"State Routes",18,1328153,"WEST BANGS AVENUE OVER NJ RT 18",2.04999,MONMOUTH,"Neptune township",40.22,74.05
369,"State Routes",18,1328154," NJ 18 NB OVER NJ 66",9.84,MONMOUTH,"Neptune township",40.2282,74.0497
370,"State Routes",18,1328155,"NJ 18 SB OVER NJ 66",9.84,MONMOUTH,"Ocean township",40.2283,74.0502
371,"State Routes",18,1328156,"DEAL RD OVER RT NJ 18",2.28999,MONMOUTH,"Ocean township",40.25,74.0567
372,"State Routes",18,1329150,"RAMP SSW OVER ROUTE 18",11.52,MONMOUTH,"Ocean township",40.25,74.0567
373,"State Routes",18,1329154,"  WEST PARK AVENUE OVER ROUTE 18",1.79,MONMOUTH,"Ocean township",40.2583,74.05
374,"State Routes",18,1329156,"ROUTE NJ 18 OVER CRANBERRY BROOK",13.1,MONMOUTH,"Eatontown borough",40.2729,74.0652
375,"State Routes",18,1329157,"ROUTE 18 SB OVER INDUSTRIAL WAY WEST",13.16,MONMOUTH,"Eatontown borough",40.275,74.0683
376,"State Routes",18,1329158,"NJ 18 NB / INDUSTRIAL WAY WEST",13.16,MONMOUTH,"Eatontown borough",40.2739,74.0668
377,"State Routes",18,1329159,"NJ 18 SB / CR 547(WYCKOFF ROAD)",13.46,MONMOUTH,"Eatontown borough",40.2765,74.0717
378,"State Routes",18,1329160,"NJ 18 NB OVER CONNECTOR  NS ",13.82,MONMOUTH,"Eatontown borough",40.2802,74.0753
379,"State Routes",18,1329163,"ROUTE NJ 18 SB & RAMP WS OVER HOPE ROAD",13.92,MONMOUTH,"Tinton Falls borough",40.28,74.0783
380,"State Routes",18,1329164,"NJ ROUTE 18 NB / HOPE ROAD",13.92,MONMOUTH,"Eatontown borough",40.2817,74.0783
381,"State Routes",18,1329165,"18 CON WN/HOPE RD,NJ 18 NB,CON SN&NS",13.91,MONMOUTH,"Tinton Falls borough",40.2812,74.0776
382,"State Routes",18,1329166,"RT NJ 18 CONNECTOR NW/HOPE RD (C.R. 51)",13.92,MONMOUTH,"Eatontown borough",40.2829,74.0775
383,"State Routes",18,1329168,"ROUTE  NJ 18 SB/GARDEN ST PKY, RAMP F AND RAMP",14.25,MONMOUTH,"Tinton Falls borough",40.2805,74.0863
384,"State Routes",18,1329169,"RT NJ 18 NB/CO.RT.547(WYCKOFF ROAD)",13.46,MONMOUTH,"Eatontown borough",40.2767,74.0717
385,"State Routes",18,1329170,"NJ 18 CONN. NS OVER NJ RTE 36. AND WAMPUM BR. TRIB",13.82,MONMOUTH,"Eatontown borough",40.2883,74.0767
386,"State Routes",18,1329172,"ROUTE NJ 18 NB / GARDEN ST PKWY, RAMP F & RAMP",14.25,MONMOUTH,"Tinton Falls borough",40.2808,74.0866
387,"State Routes",19,1613151,"RT NJ 19 SB RAMP TO GSP/NJ 19 NB",0.5,PASSAIC,"Clifton city",40.8811,74.1669
388,"State Routes",19,1613152,"NJ 19 NB Ramp B (to CR509) over NJ 19 SB",0.63,PASSAIC,"Clifton city",40.8825,74.1676
389,"State Routes",19,1613153,"NJ RT 19 OVER RAMP C",1.15,PASSAIC,"Clifton city",40.8903,74.1684
390,"State Routes",19,1613154,"RT N.J 19 / BROAD STREET(CR 509)",1.41,PASSAIC,"Clifton city",40.8938,74.168
391,"State Routes",19,1613155,"VALLEY RD (CR 621) / NJ 19",3.15,PASSAIC,"Paterson city",40.8989,74.1709
392,"State Routes",19,1613156,"RT N.J 19 SB / RAMP'M'",2.3,PASSAIC,"Paterson city",40.9064,74.1721
393,"State Routes",19,1613157,"RT NJ 19 NB / RAMP M",2.3,PASSAIC,"Paterson city",40.9064,74.1719
394,"State Routes",19,1613158,"NJ 19 SB OVER GRAND STREET(CR 638)",2.71,PASSAIC,"Paterson city",40.9111,74.1767
395,"State Routes",19,1613159,"NJ 19 NB OVER CR 638 (GRAND STREET)",2.71,PASSAIC,"Paterson city",40.911,74.1762
396,"State Routes",20,1602153,"NJ RT 20 & RAMP B / US 46 WB",0.2,PASSAIC,"Paterson city",40.8951,74.1326
